Title,Content,Date,Score,Username,Location,Contribution,Travel with,Review of
Walking Food Tour with Jenny,"WOW! This tour was awesome and is a definite must do. Jenny was our guide and we could not recommend her highly enough. Her knowledge and willingness to share information about the food and Vietnamese culture was incredible. If you get the chance to do this tour do so - and if you can ask for Jenny, you won’t be disappointed! Thanks for a great evening Jenny we thoroughly enjoyed ourselves.","November 27, 2018",5.0,gidge17,,12,,Hanoi Street Food Tour with local delicacies
Great good food  tasting Hanoi,We had a great tour with Cherry. She took us to unexpected places with great food. Carefully explained to us the food in detail. She knows her way around. Any question on Vietnam she could answer so on our first day we effectively got introduced into the history and culture of Vietnam.,"November 25, 2018",5.0,Frank Groenen,"Oisterwijk, The Netherlands",35,,Hanoi Street Food Tour with local delicacies
Come hungry leave happy!,"Cherry was a wonderful, professional and informative tour guide! She took us to all the local food spots and told us the history of Vietnam!
              

              Come hungry and ready for packed itinerary","November 24, 2018",5.0,Lantravels,,54,Couples,
Food Tour Hanoi,"We just had an excellent food tour with Cherry, who did a great job. It was also perfect for vegetarian's.
              

              Julia & Anja's","November 21, 2018",5.0,Vacation40532259568,,1,Friends,
Street food testing with cherry,"This is my first experience with tour guides bring us around only for street food. Cherry is a cheerful gal and outgoing Girl and bring us to eat Vietnamese local street food and dessert. The food is delicious and supper yummy. You will enjoin and no regards to join cherry for the food tour, highly recommended! Will request cherry for more nice local food to try next visit.","November 19, 2018",5.0,Joey,"Singapore, Singapore",2,Friends,
Fun and food!,"My wife and I did the food Street walking tour with cherry through the old quarter of Hanoi. The food variety was great and we both left completely stuffed. One of the great things that cherry did was customize the food options as my wife is pescatarian and I eat everything. Also, cherry was very excited about showing us her City and her favorites. She was full of fun useful information and was eager to answer all of our questions. I would highly recommend this to anyone coming to Hanoi.","November 18, 2018",5.0,Max W,"Arlington, VA",6,Couples,
We loved Cherry!,"Our food tour guide was Cherry, whom we highly recommend. We had a marvelous food experience in places we would not visit by ourselves, and had such an authentic introduction to the vietnamese cuisine, the kind you get only with a local guide. Thank you! Sabina and Peter","November 18, 2018",5.0,Petyo K,,1,Couples,
Great Street Food Tasting Tour with Cherry,"I & my friends a group of 4 have a very great experience of street food tasting tour with this sweet & nice lady Cherry. She very informative guide & she did great job by bringing us to delicious local Vietnamese street foods. She speak good English, explained & demonstrated to us the proper way to eat the local foods. Foods are delicious & fantastic, you will not regret with this food tour,  highly recommended! Will definately be back again & ask Cherry for more other nice local foods to recommend.","November 18, 2018",5.0,Pinky5373,"Singapore, Singapore",20,,Hanoi Street Food Tour with local delicacies
Very nice moment !,"I recommand this tour, especially with kelly who was a fabulous guide, and introduced us to food and his history. We alterned street food and restaurants. You should do this tour on your first days, so you can understand what you eat, and go on yourself.","November 17, 2018",5.0,Yann D,,1,Solo,
Great way to check out local cuisine!,We did the walking tour to try out the local street foods of Hanoi on our first night in town. It’s a great way to explore and find out where is good and safe to eat. Our tour guide Kelly was great- super friendly and energetic! She was a wonderful guide and gave great recommendations. It was a great introduction to the Vietnamese people and food!,"November 15, 2018",5.0,Nancy C,"Denver, CO",9,,Hanoi Street Food Tour with local delicacies
Amazing and not to be missed!,We took the street food tour last night with are very enthusiastic and knowledgeable guide Ted. 10 was wonderful as she explained everything that we would do and the kinds of foods we would be tasting. She was very careful to ask if anyone had allergies and preferences and would make arrangements for such. The actual walking part was not bad and you do have to be aware that there may be stairs and small seats to sit on but the experience is quite amazing. Ted shows various traditional Vietnamese foods and explain each one carefully before we tasted it. She also explained much about Vietnamese culture as we walked from place to place. What I really enjoyed is that she answered any of our questions about our surroundings or culture or what we saw. She also took us to the b rally which was fun to see. Ted's English was extremely good and we enjoyed the company from our fellow tourists as we had booked a group to her. for us there were five tourists with one guide which made it very easy to maneuver. This experience truly helped us to get a flavor for not only what the locals eat but the culture in which they eat and I felt like an insider. This food tour is definitely not to be missed and is extremely inexpensive for all of the food you get! I hope you get Ted for your tour guide because she was awesome.,"November 12, 2018",5.0,Judi K,,6,,Hanoi Street Food Tour with local delicacies
Food tour with Cherry 8 November,"My family and I had a great experience food tour around Hanoi old city with a very pleasant tour guide Cherry.
              
              Cherry is such a warm personality and highly motivated guide (recommandable!)
              

              I was a bit worried in eating ""street food"" but at the same time I wanted to try the authentic vietnamese cuisine and I decided to trust in Cherry's knowledge.
              

              We truly enjoyed walking the 4 of us plus 2 kids (6 years & 19 months old boys) through the busy old center as Cherry was very detailed in her explanations about not only the food we were going to taste but also the history of Hanoi. She was pleased  in answering (with her good English) to any of our questions.
              

              Everything we tried was delicious and authentic and most important any of us felt sick at the end of day!
              

              If you are in Hanoi you can't miss the ""street food tour"" with Cherry.
              
              You will not be disappointed!!
              

              Ps: great also for vegeterians people like me!
              

              Ps: Perfect for who is vegeterian as well.","November 12, 2018",5.0,Stefania C,"Melbourne, Australia",7,,Hanoi Street Food Tour with local delicacies
Amazing food and knowledgeable guide,"Thanks so much Minh for your exceptional knowledge, and for taking us to the most amazing places. The food was delicious and truly authentic and your knowledge of preparation and origin was excellent. Would highly recommend!","November 11, 2018",5.0,Krista N,,2,Friends,
DEFINITELY WORTH IT,The walking street food tour is definitely worth it while visiting Hanoi. Our tour guide Kelly was great fun and brought us to all the best spots in Hanoi. I would highly recommend doing a tour whilst visiting Hanoi,"November 11, 2018",5.0,mayolouisa,"County Mayo, Ireland",6,,Hanoi Street Food Tour with local delicacies
Hanoi Old Quarter Food Tour,"Derek did a fantastic job on our street food tour through Hanoi’s Old Quarter. All of the places we went to tasted great and he was a wealth of knowledge on Vietnamese history and culture.
              

              I would highly recommend booking the tour and asking for Derek. He bolstered our confidence to explore Hanoi on our own, armed with solid recommendations and knowledge of the city and its traditions.","November 9, 2018",5.0,Jesse D,,1,Couples,
Food tasting tour recommendation,"Ms.Minh Le, was an excellent guide who showed me fantastic food places with yummy tasting food. Not only show is a foodie but she also communicates her passion brilliantly. In addition, she emailed me not only the addresses of the places we visited but also shared additional places one of which I visited next day on my own. No need to say that I loved it as all the places she showed me. Charming Lady with a passion for food. Best experience. Thank you! F","November 8, 2018",5.0,Franz W,"Worcester, MA",4,Solo,Hanoi Street Food Tour with local delicacies
Amazing food and guide!,"This is a must do in Ha Noi.  As first time visitors, you are flooded with an overwhelming amount of food choices.  This tour took the best of trip advisor and let you sample it all In perfect portion sizes while learning Vietnamese history.  Cherry, our guide, was amazing.  She gave us knowledge and also made the tour personal for us.  Cherry did a fabulous job of making sure a visitor with a shellfish allergy tasted everything we did. The choices laid out, ending with a beer, “Obama dish”and egg coffee was unforgettable. A great way to taste the best and meet people along the way.","November 7, 2018",5.0,Melanie G,,1,,Hanoi Street Food Tour with local delicacies
Amazing tour with Cherry,"Tour with Cherry was amazing. A lot of tasty and different food, local beer and egg coffee and Cherry is very sweet. Tells a lot of information about Vietnam traditions. Recommend 100% 🙂","November 7, 2018",5.0,Vitalis G,,13,Couples,
Hanoi Street food tour,"Last night we were taken on the most amazing street food tour. Our tour guide Cherry was amazing, she told us all about the towns history and was so knowledgeable in the area. She was so passionate about the food she showed us and the places she took us was delicious.
              
              Would definitely recommend if you are in Hanoi and try get Cherry if you can. She will not disappoint.","November 5, 2018",5.0,Julian G,,9,,Hanoi Street Food Tour with local delicacies
Great Food Tour with Cherry,"We were lucky to have such a great tour guide by the name of *Cherry*. Good English, polite, knowledgeable, and fun.
              
              The food was amazing!!
              

              Highly Recommended and also ask for Cherry, she will not disappoint.","November 5, 2018",5.0,Jamieson M,"Swansea, Australia",6,Couples,
A Must!,"I had a lunch tour with Minh, and it was everything you could want in a food tour. First, don't eat breakfast before going - you will easily have 8 courses, eating two meals at some spots. Minh easily navigates the Old Quarter, and takes you to a great balance of restaurants, from local corner shops you'd never find on your own, to the famous shop where Obama ate.
              

              The food is delicious, of course, and Minh asks about your food allergies or preferences before the tour begins. While at restaurants, you are free to get seconds or beverages. She even tells you great cultural and historic facts as you walk, and explains the food differences if the North, South, and middle of Vietnam.
              

              I would HIGHLY recommend taking this tour.","November 5, 2018",5.0,Jennifer J,,25,Solo,
Amazing street food tour in Hà Nội,Jenny was our guide for an amazing street food tour around Hà Nội.  She was incredibly knowledgeable and took us to some off the beaten track places in Hà Nội old quarter.  We tried five or six different dishes and had one of the most amazing desserts ever - kem xoi (coconut ice cream with sticky rice).  I’d definitely recommend the tour and Jenny was a real star!,"November 3, 2018",5.0,JMKLondon,London,3,Couples,
Fun friendly food tour,"Kelly was great to walk around and share delicious food from the streets, loved every dish and Kelly was very accommodating to all guests on the tour. Each stop the food was explained and she was happy to help with other knowledge of the local area - would do again and recommend for sure@","November 3, 2018",5.0,Mel L,"Greater Sydney, Australia",8,Solo,
A highlight of our trip to Vietnam,"Before our trip to Vietnam, we were told we have to do a foot tour! We chose Ha Food Tours because they had great reviews.  Our guide Cherry was the best guide we could imagine! She is so friendly and personable, she not only explained the foods we ate but also taught us some Vietnamese phrases and gave us some other fun facts about Hanoi and Vietnam. The only thing I wish we'd done before we left Hanoi is go on a second tour with Cherry!","November 2, 2018",5.0,Alyssa2222,,4,,Hanoi Street Food Tour with local delicacies
Totally worthwhile. Delicious food tour!,"Kelly was warm, bubbly and attentive. She took us through 9 different stops. Very varied and delicious cuisine.If you want to try street food and are a little intimidated, I would highly recommend this tour.","November 1, 2018",5.0,Donovan R,,2,Couples,
Streetfood tour,We had a really good time. So many thanks to Jenny for showing us Hanoi streets. 5 star +++ the food was tasty and we got a good overview about Vietnamese cuisine.,"October 31, 2018",5.0,Guide183204,,6,Friends,
Totally recomended trip,"Very good walk ... totally recommended to have an introduction to what is Vietnamese food. Derek our guide, behaved in a phenomenal way, made the tour totally enjoyable and gave a touch of history and customs of the people of the old courter.","October 31, 2018",5.0,felipe g,"Santiago Metropolitan Region, Chile",5,Friends,
Amazing Hanoi Street Food Tour,"I had an amazing experience with Cherry. She was so dedicated and enthusiastic. She took us to great local places in Hanoi, gave us a brief description of the food and showed us how to eat the dishes properly. She was super friendly, attentive and engaging. She made the group a super fun experience. I would totally recommend doing the tour with Cherry! We came back to some of the places the very next day!!","October 30, 2018",5.0,David V,,1,Friends,
Great experience,We had a fantastic time exploring Hanoi with Cherry! She was knowledgeable and showed us many great places to try food in Old Quater. We highly recommend this tour as it provides you with a detailed overview of the food to try throughout your stay. Do it early and come prepared with questions! Cherry has all the answers!!!!,"October 30, 2018",5.0,Yulia F,,1,Couples,
Food so good I’m still full!!,"My mother and I signed up for the evening Hanoi street food tour through our hotel concierge. Cherry was our guide- she is friendly, funny, and informative, and she picked an amazing assortment of dishes for us to enjoy. As first time visitors to Vietnam we probably wouldn’t have known all of the best foods to try, so we greatly appreciated her local insight.
              
              In addition, she was very cautious and careful while leading us across the busy and chaotic intersections of the city- it definitely helped my mom feel more at ease in what can be a very stressful situation!
              
              Thank you Cherry for a wonderful evening!","October 30, 2018",5.0,Regina808,"Kailua-Kona, HI",44,,Hanoi Street Food Tour with local delicacies
Great start to Vietnam,"I travelled solo to Vietnam and Hanoi was my first stop, with the walking street food tour the first thing that introduced me to this city. I had a great time, with Cherry the guide picking the best mix of food and drinks to start off my Vietnam trip in the best way. Would recommend 5/5 anyone wanting a taste of local favourites to try this tour.
              

              Steph","October 29, 2018",5.0,Stephanie S,,2,Solo,
Amazing Way to Experience Hanoi,"Just had a wonderful evening exploring old Hanoi in this unique way. Cherry was an incredible guide. She knows the city, shared incredible food with us and lots of great stories and insight. Cherry was incredible guide. Great variety and quality of food.  Wonderful way to meet some really fascinating people from all over the world as well.  A must do while in Hanoi!","October 28, 2018",5.0,lynnrowley,seattle,17,Solo,
Hanoi Food Tour,"I went to the food tour without any expectation. Jenny, our food guide picked up at the hotel and we enjoyed a lot finding out about interesting places to eat real Vietnamese dishes. Our guide also explained us curiosities about her culture and country. It was a pleasure to have Jenny as our guide, she, was always nice, with a good knowledge of the Gastronomy of her country. She was very professional.","October 27, 2018",5.0,NURUM,"Barcelona, España",4,,Hanoi Street Food Tour with local delicacies
Street Food Tour,Excellent evening with Ms Cherry. We enjoyed all the food we tried and wished we had done the tour at the start of our stay in Hanoi.,"October 27, 2018",5.0,Roving824714,,3,,Hanoi Street Food Tour with local delicacies
Wonderful evening street food tour with Jenny,We had a wonderful time wandering around the streets of Hanoi with Jenny! She had such a great energy and knowledge of the food as well as the area. We enjoyed the small group setting with lots of time for asking questions. All the spots Jenny picked out were delicious and unique (places we could have never found on our own). She even gave us different options to pick our own path throughout which was fun. Jenny also went above and beyond to help us bargain for a souvenir at the end and sent us a list of where we ate to remember for the future. Many thanks to Jenny for making our time in Hanoi special!,"October 27, 2018",5.0,Katie H,,1,,Hanoi Street Food Tour with local delicacies
Great street food tour!,"We did the street food tour with Ms Cherry today, and enjoyed it a lot. The selection of dishes is extensive, and taste is good without exception. Ms. Cherry is friendly, speaks English well and delivers a fun-filled evening. Definite recommendation.","October 26, 2018",5.0,DaanvanderZwaag,"Eindhoven, The Netherlands",4,,Hanoi Street Food Tour with local delicacies
Street food tour,"We did the food tour with Cherry today and enjoyed every minute of it! She was very friendly, funny, knowledgeable about culture and took us to places where we had amazing food and would not have known about them if she had not showed us.
              
              We really recommend the tour , it worth every penny!","October 24, 2018",5.0,budaianita,"Folkestone, UK",2,Friends,
"Nice food, pleasuring guide","I was guided by Derek. He's very friendly and good at jokes. He let me try 7 different dishes including soupless pho, morninglory salad, banh mi, bun cha, etc.
              
              I liked his choice of food and that he tells us the stories about the food. He also tells us about the vietnamese culture and history while walking.
              
              This tour will be really good choice for solo tourists who does not have enough time to try many kinds of foods.","October 23, 2018",5.0,Yeonho K,,8,Couples,
Totally recommended- Cherry was just excellent!!!,"It was a perfect evening walking around with our amazing guide cherry. She was so informative, got us around to places we could never find on our own. We tried some of the dishes before so she was totally cool with changing the route and taking us to try new stuff. She even set us up with an amazing cocktail celebrating our honeymoon.
              
              Thank you so much Cherry! It was a real pleasure!","October 23, 2018",5.0,Tal N,,1,Couples,
Highlight of our time in Hanoi,"Derek was a fantastic tour guide! We were able to sample a wide variety of food and he was very informative on the history of Hanoi which was really interesting!
              
              We would not have found the locations we ate at if it were not for him.","October 22, 2018",5.0,Jordan C,,4,,Hanoi Street Food Tour with local delicacies
Hanoi food tastings tour,Had the best time ever lee was a great guide and this was a great way to eat and know where to go again. We all had great time and ate so much I could hardly move. Thanks Lee,"October 14, 2018",5.0,Maria J,"Greytown, New Zealand",1,Friends,
Such a great tour!,"Our tour guide was Kelly and she was so lovely and friendly! She took us to a lot of places, told details about their histories, explained how the food is prepared and gave us advice on where to find other good food places. All meals were delicious and we left off totally stuffed. I really recommend this tour and Kelly as a tour guide!","October 14, 2018",5.0,Max M,,2,Friends,
Fantastic Introduction to Eating in Hanoi,"Don’t miss this tour. I did this on my first night in Hanoi and it was absolutely perfect. Snow took us around and showed us some places to eat and gave us a superb introduction to the local foods, teaching us about them and the city in the process. If I go back I may do it again just because it was so much fun.","October 12, 2018",5.0,Mark C,,22,Solo,
Cherry is an amazing tour guide!,"My partner and I had had such a good time on our Hanoi street food tour. Not only where our bellies full, but Cherry also filled my mind. She shared many useful tidbits about Hanoi and Vietnamese culture. We had a great time. Treated us like friends.","October 10, 2018",5.0,SheTravels,"Portland, OR",11,Couples,
Amazing food on foot tour!,Just finished an evening walking food tour with Cherry our tour guide.  She was incredible!  Cherry  gave an insight into the amazing food culture and Hanoi way of life.  Cherry weaves through the old town opening it up to places I had walked past and didn’t know existed.  If you want to sample authentic food in Hanoi with an insightful tour guide this is the tour for you! Ask for Cherry.,"October 10, 2018",5.0,Trip283638,,8,,Hanoi Street Food Tour with local delicacies
Snow is a wonderful guide and host,"Snow stopped by our hotel and we joined the food tasting tour.  We had a few others to get and then had appetizer, salad, main dishes and desert coffee at Giang,  Don't miss this treat.  It was raining and Snow provided us with ponchos.  She taught us all about the food we were eating, how to cross the street and where it is safe to eat.  We had a wonderful time and thank her for such a great evening of eating and conversing.","October 9, 2018",5.0,Cruiser802842,,24,,
AMAZING EXPERIENCE:   Excellent Hanoi Food tour with Cherry (Tuyet Van)”,"I had a great time today with Cherry. She showed me places I've never been before and I tried local foods that were new to me. She provided great cultural insights about the cuisine and locale. His English was outstanding as well. I would definitely recommend this company and this specific guide tour. Wonderful person, take me to great places, tasting amazing dishes.
              
              If you want to book with Cherry, see below email:
              
              tuyetvan9088@gmail.com","October 9, 2018",5.0,Dário C,,3,Friends,
Awesome tour and tour guide,"I had a great time today with Derek.  Even though I've been to Hanoi over a dozen times, he showed me places I've never been before and we tried local foods that were new to me. He provided great cultural insights about the cuisine and locale. His English was outstanding as well.  I would definitely recommend this company and this specific tour.  We had about 7-8 courses.  Ask for Derek, if you can.  His Vietnamese name is Duy.","October 9, 2018",5.0,chester1,"Anacortes, WA",149,,Hanoi Street Food Tour with local delicacies
EXCELLENT!!!!!! Cherry is the best!!,"Our guide was Cherry, she was EXCELLENT! She was kind helpful and knowledgeable.If only if I had more time I would do it again with Cherry, there was so much to eat and explore!  It was a wonderful experience! We learned the language, culture and history, all from food.
              

              I can’t wait to go on another food tour with Cherry, on my future trip to Hanoi.","October 7, 2018",5.0,MichelleHawaii,"Mililani, HI",2,Couples,Hanoi Street Food Tour with local delicacies
Hanoi Food tour with Cherry (Tuyet Van),"Excellent food tour in hanoi with Cherry.
              
              Tasted some amazing dishes and when to some places i would not have probably gone without Cherry.
              
              If you want to book with Cherry, see below email:
              
              tuyetvan9088@gmail.com","October 5, 2018",5.0,Pierre L,,6,Friends,
Highly recommend a tour with Snow!,"Snow was an amazing host! She was very kind and knowledgeable and accommodated my meals due to allergies (dairy and wheat). The food was great. She even emailed us after with all the places we went, dishes we ate, and recipes so we can try to make the food ourselves! Highly recommend this tour with Snow!","October 1, 2018",5.0,Alexandra K,,4,Friends,
Best experience in Hanoi,Snow was an exceptional and attentive tour guide. I know I wanted to do a food tour but did not know where to start. At the golden sun suites they had an amazing write up for this tour. I am so glad that I booked this tour and my friends could join. We visited places that I would not have found on my own and tried dishes I did not know existed. A great variety and all made with fresh local ingredients from established businesses. History of Hanoi and of the dishes themselves were given and she answered any questions we threw her way. Snow is articulate and interested in her group as well. It was very personal. She also learned our bands very quickly and conversed with us as individuals. You should not miss this tour!,"October 1, 2018",5.0,Louise M,"Punxsutawney, PA",51,Solo,
Favorite night of our vacation,We had a fabulous evening with Snow - the best night in Hanoi yet. She accommodated our group’s many food restrictions and we still got a very authentic and delicious experience. These are places I wouldn’t be able to navigate on my own and I was thankful for the experience. Snow also gave us a lot of background and history about the food and Vietnam. Highly recommended!,"October 1, 2018",5.0,Amy G,,18,,
"Very tasty, authentic and informativ tour","Snow you did a perfect job. All meals you served us was very delicous and also the real vietnam food, that was very important for us. We are also very thankful for the lesson in vietnam history and culture. We would definately do the trip with you again. Best regards Carmen and harry","September 30, 2018",5.0,Harald A,Nürnberg,4,,Hanoi Street Food Tour with local delicacies
Amazing evening,"We have just returned from a fabulous evening with Snow - What a perfect hostess!  We ate so much delicious food and ended up with egg coffee in the tiniest place off the beaten track.  Most of the restaurants were little hidden gems and Snow gave us fantastic updates as we moved around on the culture, the people and the history- a wonderful way to spend my birthday - I wouldn’t hesitate to recommend (and even do it all again). Many thanks x","September 29, 2018",5.0,Harriet Garstang,"Leamington Spa, UK",33,Couples,
Great way to get a feel for Hanoi and its food,"Excellent tour. Snow met us at our hotel, where we were grouped with two other couples. Snow took us to try foods at 7 different eateries and the birthplace of Hanoi's famous egg coffee.  She didn't just teach us about the food, she gave us insightful descriptions of life in Hanoi today, which is what makes this tour so good.  A must-do for anyone spending a night in Hanoi.","September 27, 2018",5.0,Andrea P,,27,,Hanoi Street Food Tour with local delicacies
Amazing food with amazing snow!,"We had a great tour with a great guide, we ate delicious food and heard some wonderful stories on vietnam and hanoi!
              

              Highly recommended.","September 25, 2018",5.0,Ron A,,2,Couples,
Excellent!,"We did the walking food tour with Kelly on our first night in Hanoi. She was so knowledgable and gave us information about every dish - even the history. So interesting. My advice - don’t eat all day before you go! It’s a lot of food! Great tour, great value. Highly recommend.","September 21, 2018",5.0,cezza2016,"London, UK",7,,Hanoi Street Food Tour with local delicacies
Amazing food!,"This is a must do when you visit Hanoi. You walk around 8 different restaurants trying a massive array of Vietnamese street food. A lot of which originate from Hanoi. You will not leave hungry.... you will struggle to fit it all in. Our tour guide was kelly, and she was brilliant. She had a lot of local knowledge and spoke to us about all about the meaning behind the street food and local culture. I can not recommend this trip enough!","September 20, 2018",5.0,Amy L,,1,,
The highlight of our Hanoi trip.,"Snow took us to places we would never have thought to go. Sensational food, fantastic guide, a really fun evening. I thoroughly recommend this tour.","September 19, 2018",5.0,wednesdaylotion,,1,Family,Hanoi Street Food Tour with local delicacies
Great night out,"Our guide Snow took us to some great hidden gems in Hanoi's Old Quarter. She collected us from our hotel and led us through the hetic streets to a series of little street food shops and vendors, each of them serving up something delicious.
              

              If you like good food this tour is a must.","September 18, 2018",5.0,Matt K,"Bristol, UK",4,Couples,
Hanoi Street Food Tour with Ms Snow,"Just had a wonder night exploring the old district of Hanoi with our guide, Ms Snow.
              
              With a small group (3 couples), Snow took us to a variety of places, ranging from some plastic stools in a dark alley, to a very elegant restaurant. The food was excellent every time. Snow provided background information on not only the food, but Vietnamese history and cultural significance as well.
              
              Although each dish was not large, but then end of the night I was more than sufficiently fed. The courses were:
              
              1. Pho ga tron: mixed rice noodles with chicken
              
              2. Banh cuon: steam rice rolls with pork meat and mushroom
              
              3: Banh xeo: Vietnamese crispy pancake
              
              4: Nom hoa chuoi: Banana flower salad with chicken
              
              5: Bun cha: grilled pork with vermicelli, (Obama's dish)
              
              7: banh my bo nam: Vietnamese bread with fried beef and pepper
              
              8: Ca phe trung: egg coffee
              
              I was wary about the egg coffee, but delighted in the creamy almost meringue flavour of the egg mixture before stirring up the coffee to complete the egg coffee.","September 16, 2018",5.0,Cal M,,14,Couples,
A great evening with Ms.Snow,"We had a great evening with our Guide Snow. She showed us around the old quarter of Hanoi and we were introduced to a lot of different vietnamese dishes at 7 different locations. Not only did we eat great food, but we also learned about vietnamese customs and about the history of Vietnam. Our Guide Snow was extremely knowledgeable, very friendly and a lot of fun!
              
              We recommend doing this tour, especially with such a great Guide like Snow. Thanks for the lovely evening!
              

              Justus & Melissa","September 16, 2018",5.0,JusMuss,"Erlangen, Germany",5,Couples,Hanoi Street Food Tour with local delicacies
Great Informative Tour,"Snow met us at our hotel, she was very friendly and immediately made us feel at ease. After walking to another hotel to meet some other participants. We began the tour. Snow weaved us in and out of the busy alleyways and streets of Hanoi’s old Quarter, our worked well making sure we all crossed the streets together and Snow would stop a would give constant commentary of Hanoi and Vietnam as well as the food. She was very passionate about the food and especially how we pronounce Vietnamese words
              
              Soon our group were chatting amongst ourselves, whilst tasting the food before us, a cold beer did loosen us up.
              
              Our first taste was Papaya and Beef Salad, Fried Spring Rolls, Vietnamese Crispy Pancake, Banana Flower Salad with Chicken,  Grilled Pork with Vermicelli in Broth and a cold beer, Pandan Sticky rice with Coconut, Vietnamese Banh My with Beef and Pepper.the last stop was Hanoi’s special Egg coffee
              
              The tour was 3 3/4 hours, we were giving plenty of time to rest along the way, with some many sights to take
              
              Snow was fantastic, she made it a truly great evening
              

              Paul and Jeff","September 14, 2018",5.0,Paulfpb,"Sydney, Australia",55,Couples,
Ms.Snow is great guide,"We had a great time, excellent food and Ms Snow was an excellent guide.  She took us to 6 restaurants to experience great Vietnamese cuisine.  We have found a new country to enjoy fabulous food.  She was very informative, very nice and loads of fun.  Go on your first day to know what to eat and how to cross the street.","September 13, 2018",5.0,Cruiser802842,,24,,Hanoi Street Food Tour with local delicacies
Streetfood tour with Snow was great!,She tells (and knows) a lot about the Vietnamees culture and food. Also she joined us during dinner to tell us more. Loved her company during this tour!,"September 13, 2018",5.0,Jorna333,,4,Couples,
Great introduction to Vietnam cuisine by Jenny,"We had the pleasure to walk around Hanoi city with Jenny on our first night. This was a great way to get familiair with the old quarter as well as the different food. Jenny is amazing, she’s street-smart and has a fun to be with personality. She told us so much more about Vietnam then just the foodtour. She was sincere and a real companion for the evening. We enjoyed seven different locations and even more dishes, all of very good quallity. Definitely authentic and all street food. We ended the great tasting with an Egg Coffee! Thank you very much Jenny for a wonderfull evening and the food recommendations for the rest of our trip in Vietnam!
              

              Regards, Bas & Annemieke","September 11, 2018",5.0,B-A,The Netherlands,57,,
Fun introduction to Hanoi Street Food!,"I did a street food tour with Snow my first night in Vietnam. It was a great way to get my bearings  and experience some great street food. Snow was very enthusiastic, knowledgeable (on more than just food - got some great Vietnamese history and trivia from her), and friendly. She went out of her way to make sure we all enjoyed our time. We only had 4 in our group so it was the perfect size and made for a pleasant outing. Banh Mi, Banh Xeo, ""Obama dish"" and egg coffee were highlights.","September 8, 2018",5.0,MissE DC/FL,"St. Augustine, FL",158,Solo,Hanoi Street Food Tour with local delicacies
Delicious and fun intro to Hanoi,"Our very knowledgeable, cheerful and energetic guide Snow took us on a 3 hour tour of fantastic eateries, featuring local favourites. I enjoyed all 8 dishes with a big smile. Along the way, Snow shared lots of interesting information about the city and Vietnam, and made it so much fun. Thanks!","September 8, 2018",5.0,Bryan L,"Surabaya, Indonesia",2,Friends,
Great time with Snow,"Our hotel booked this tour for us. We spent around 3 hours going around the Old Quarter trying food. All were really tasty. I did not pace myself and could barely move when I got back to the hotel. Snow our guide was fun and informative. We were given a list of the foods and locations by email so that we can go back again. I was not a fan of the egg coffee - too sweet, but my wife who does not like coffee enjoyed it.","September 7, 2018",5.0,Kevin R,"Seattle, WA",707,Couples,
A highlight of our visit to Hanoi,"We had a wonderful time eating our way around the old quarter of Hanoi. Kelly was a fantastic host and introduced us to many great Vietnamese dishes. Our favourites were the Obama dish, the fried pancake wraps, and the papaya salad. Oh, and the beer was awesome too! Thanks for a great memory Kelly!","September 6, 2018",5.0,Ellie Q,,2,,Hanoi Street Food Tour with local delicacies
Great introduction to Vietnam cuisine by Jenny,"We had the pleasure to walk around Hanoi city with Jenny on our first night. This was a greay way to get familiair with the old quarter as well as the different food.
              
              Jenny is amazing, she’s street-smart and fun to be with personality. She told us so much more about Vietnam then just the food tour.
              
              She was a real and cincere companion for the evening. We enjoyed 7 different locations and even more dishes, all of very good quality. Definitely authentic and all street food.
              
              We ended the great tasting with an egg coffee! Thank you very much Jenny for a wonderful evening and the food recommendations for the rest of trip in Vietnam!","September 3, 2018",5.0,AKlok,Utrecht,1,,Hanoi Street Food Tour with local delicacies
Street food tour with Kelly,We went on a 3 hour 7 stops street food tour with Kelly! The food introduced by her is just divine! Especially the fried pan cake and Obama dish! She speaks good English and is a fantastic guide! 6-star for Kelly!,"September 2, 2018",5.0,Sharon T,"Singapore, Singapore",14,,Hanoi Street Food Tour with local delicacies
Amazing Tour,"Thank you to our wonderful guide Kelly who walked us around the streets & alleyways of Hanoi eating delicious food. Not only was she knowledgeable about the history of the food but always watching out for our safety as we crossed the busy streets.
              
              Thanks for a wonderful evening.
              
              This tour is a must if you are visiting Hanoi!","September 1, 2018",5.0,lauriedziubinski,"Melbourne, Australia",2,Couples,
Amazing food tour with Ted!,Ted was an awesome tour guide and we would recommend her to everyone! We tried so many dishes we never would have done on our own. She also provided lots of interesting facts about hanoi culture and their street food. We had such a wonderful 3 hours having Ted as our guide 😊,"August 31, 2018",5.0,london413,"Mississauga, Canada",1,Couples,
HaNoi Streetfood Tour with Ms Snow,"Really great experience to have this tour with Ms Snow. She exolains everything very well, it' s not only a tour to try delicious vietnamese food it's also learning a lot about vietnamese culture. I highly recommend this tour with Ms Snow with other nice guys from everywhere of the world, taste and listen, enjoy the evening","August 30, 2018",5.0,Brigitte M,"Hanoi, Vietnam",10,,Hanoi Street Food Tour with local delicacies
